TRAV_ID	ACT_TYPE	LINK	DES_ARR_TIME	NOTES
152	h	1900	59438	
153	h	400	0	
153	h	1900	28800	
154	h	400	0	
154	h	2000	57155	
155	h	500	0	
155	h	2000	81327	
156	h	400	0	
156	h	2000	28235	
157	h	200	0	
157	h	2000	81431	
158	h	200	0	
158	h	1900	6848	
159	h	500	0	
159	h	1900	17087	
160	h	500	0	
160	h	1900	28800	
161	h	200	0	
161	h	1900	28800	
162	h	200	0	
162	h	1900	28800	
163	h	300	0	
163	h	2000	64482	
164	h	100	0	
164	h	1900	72439	
165	h	300	0	
165	h	2000	28800	
166	h	200	0	
166	h	1900	38598	
167	h	200	0	
167	h	1900	28800	
168	h	200	0	
168	h	2000	76573	
169	h	300	0	
169	h	2000	28800	
170	h	400	0	
170	h	2000	28800	
171	h	500	0	
171	h	2000	28800	
172	h	300	0	
172	h	1900	28800	
173	h	400	0	
173	h	1900	28800	
174	h	100	0	
174	h	1900	6615	
175	h	200	0	
175	h	1900	34731	
176	h	500	0	
176	h	1900	28800	
177	h	200	0	
177	h	1900	28800	
178	h	100	0	
178	h	2000	28800	
179	h	200	0	
179	h	2000	56173	
180	h	400	0	
180	h	1900	19081	
181	h	500	0	
181	h	2000	38229	
182	h	100	0	
182	h	2000	28800	
183	h	200	0	
183	h	1900	28800	
184	h	400	0	
184	h	1900	79456	
185	h	300	0	
185	h	1900	7581	
186	h	200	0	
186	h	1900	70321	
187	h	100	0	
187	h	2000	28800	
188	h	300	0	
188	h	1900	81391	
189	h	200	0	
189	h	1900	75716	
190	h	500	0	
190	h	1900	28800	
191	h	200	0	
191	h	2000	28800	
192	h	400	0	
192	h	1900	28800	
193	h	400	0	
193	h	2000	71188	
194	h	100	0	
194	h	1900	81984	
195	h	300	0	
195	h	2000	28800	
196	h	100	0	
196	h	2000	51220	
197	h	300	0	
197	h	2000	28800	
198	h	200	0	
198	h	1900	9909	
199	h	300	0	
199	h	2000	51804	
200	h	400	0	
200	h	2000	28800	
201	h	100	0	
201	h	1900	28800	
202	h	100	0	
202	h	1900	17055	
203	h	100	0	
203	h	2000	78868	
204	h	500	0	
204	h	2000	28800	
205	h	400	0	
205	h	1900	28800	
206	h	100	0	
206	h	1900	61832	
207	h	100	0	
207	h	1900	60095	
208	h	300	0	
208	h	2000	76413	
209	h	300	0	
209	h	2000	28800	
210	h	200	0	
210	h	2000	26605	
211	h	200	0	
211	h	1900	4951	
212	h	200	0	
212	h	1900	18587	
213	h	300	0	
213	h	2000	35124	
214	h	500	0	
214	h	1900	46653	
215	h	300	0	
215	h	2000	9390	
216	h	200	0	
216	h	1900	78601	
217	h	300	0	
217	h	2000	11154	
218	h	500	0	
218	h	1900	28800	
219	h	100	0	
219	h	1900	79473	
220	h	400	0	
220	h	2000	61055	
221	h	200	0	
221	h	2000	28800	
222	h	500	0	
222	h	1900	17333	
223	h	300	0	
223	h	1900	336	
224	h	200	0	
224	h	2000	28800	
225	h	200	0	
225	h	2000	28800	
226	h	400	0	
226	h	1900	28800	
227	h	300	0	
227	h	1900	30301	
228	h	200	0	
228	h	2000	3524	
229	h	300	0	
229	h	2000	28800	
230	h	500	0	
230	h	1900	76515	
231	h	200	0	
231	h	1900	11368	
232	h	500	0	
232	h	1900	71615	
233	h	500	0	
233	h	2000	28800	
234	h	100	0	
234	h	1900	35629	
235	h	100	0	
235	h	2000	43069	
236	h	100	0	
236	h	1900	28800	
237	h	300	0	
237	h	2000	54184	
238	h	100	0	
238	h	1900	28800	
239	h	300	0	
239	h	1900	28800	
240	h	300	0	
240	h	2000	45951	
241	h	300	0	
241	h	2000	28800	
242	h	200	0	
242	h	1900	5488	
243	h	300	0	
243	h	2000	28800	
244	h	200	0	
244	h	2000	45536	
245	h	400	0	
245	h	2000	28800	
246	h	500	0	
246	h	2000	82179	
247	h	400	0	
247	h	2000	10753	
248	h	200	0	
248	h	2000	28800	
249	h	400	0	
249	h	2000	28800	
250	h	200	0	
250	h	1900	28800	
251	h	300	0	
251	h	1900	28800	
252	h	200	0	
252	h	1900	28800	
253	h	400	0	
253	h	1900	65276	
254	h	300	0	
254	h	1900	28800	
255	h	200	0	
255	h	2000	28800	
256	h	500	0	
256	h	2000	57304	
257	h	300	0	
257	h	2000	28800	
258	h	300	0	
258	h	1900	28800	
259	h	200	0	
259	h	2000	28800	
260	h	400	0	
260	h	1900	28800	
261	h	400	0	
261	h	1900	35087	
262	h	500	0	
262	h	2000	28800	
263	h	400	0	
263	h	2000	28800	
264	h	400	0	
264	h	2000	28800	
265	h	500	0	
265	h	1900	28800	
266	h	500	0	
266	h	1900	28800	
267	h	500	0	
267	h	1900	25906	
268	h	400	0	
268	h	1900	4037	
269	h	200	0	
269	h	2000	18713	
270	h	200	0	
270	h	2000	28800	
271	h	300	0	
271	h	2000	22213	
272	h	400	0	
272	h	1900	28800	
273	h	300	0	
273	h	1900	28800	
274	h	100	0	
274	h	2000	28800	
275	h	200	0	
275	h	1900	28800	
276	h	400	0	
276	h	2000	28800	
277	h	100	0	
277	h	2000	73609	
278	h	200	0	
278	h	2000	28800	
279	h	400	0	
279	h	1900	24538	
280	h	400	0	
280	h	1900	15539	
281	h	300	0	
281	h	2000	54716	
282	h	200	0	
282	h	2000	28800	
283	h	400	0	
283	h	1900	28800	
284	h	300	0	
284	h	2000	28800	
285	h	400	0	
285	h	2000	28800	
286	h	400	0	
286	h	2000	28800	
287	h	400	0	
287	h	2000	82800	
288	h	500	0	
288	h	1900	43767	
289	h	300	0	
289	h	2000	28800	
290	h	500	0	
290	h	2000	28800	
291	h	300	0	
291	h	2000	28800	
292	h	300	0	
292	h	2000	80133	
293	h	100	0	
293	h	1900	28800	
294	h	100	0	
294	h	2000	5659	
295	h	500	0	
295	h	1900	53712	
296	h	200	0	
296	h	2000	28800	
297	h	200	0	
297	h	1900	28800	
298	h	200	0	
298	h	1900	23067	
299	h	300	0	
299	h	1900	28800	
300	h	400	0	
300	h	2000	28800	
301	h	100	0	
301	h	2000	41113	
302	h	400	0	
302	h	1900	28800	
303	h	300	0	
303	h	2000	68617	
304	h	100	0	
304	h	2000	28800	
305	h	300	0	
305	h	1900	16564	
306	h	400	0	
306	h	1900	17777	
307	h	300	0	
307	h	1900	58547	
308	h	500	0	
308	h	2000	28800	
309	h	500	0	
309	h	1900	1591	
310	h	300	0	
310	h	2000	33484	
311	h	400	0	
311	h	2000	75444	
312	h	100	0	
312	h	1900	64090	
313	h	200	0	
313	h	1900	59726	
314	h	300	0	
314	h	2000	727	
315	h	400	0	
315	h	2000	28800	
316	h	200	0	
316	h	2000	82800	
317	h	200	0	
317	h	1900	28800	
318	h	500	0	
318	h	2000	9011	
319	h	300	0	
319	h	1900	28800	
320	h	400	0	
320	h	2000	59054	
321	h	200	0	
321	h	2000	28800	
322	h	200	0	
322	h	2000	28800	
323	h	200	0	
323	h	1900	28800	
324	h	200	0	
324	h	1900	40428	
325	h	300	0	
325	h	2000	28800	
326	h	400	0	
326	h	2000	81828	
327	h	400	0	
327	h	2000	37317	
328	h	300	0	
328	h	1900	71095	
329	h	300	0	
329	h	1900	28800	
330	h	100	0	
330	h	1900	28116	
331	h	100	0	
331	h	1900	28800	
332	h	200	0	
332	h	2000	28800	
333	h	400	0	
333	h	1900	28800	
334	h	400	0	
334	h	2000	28800	
335	h	400	0	
335	h	2000	70736	
336	h	100	0	
336	h	1900	78351	
337	h	300	0	
337	h	1900	66777	
338	h	100	0	
338	h	2000	28800	
339	h	100	0	
339	h	2000	10876	
340	h	100	0	
340	h	1900	45105	
341	h	500	0	
341	h	2000	51779	
342	h	200	0	
342	h	1900	28800	
343	h	500	0	
343	h	2000	49595	
344	h	300	0	
344	h	2000	29504	
345	h	500	0	
345	h	2000	28800	
346	h	300	0	
346	h	2000	28800	
347	h	400	0	
347	h	1900	260	
348	h	100	0	
348	h	2000	14720	
349	h	400	0	
349	h	2000	28800	
350	h	400	0	
350	h	1900	8326	
351	h	400	0	
351	h	2000	77210	
352	h	500	0	
352	h	2000	28800	
353	h	400	0	
353	h	2000	56997	
354	h	400	0	
354	h	1900	28800	
355	h	300	0	
355	h	1900	28800	
356	h	200	0	
356	h	2000	43648	
357	h	200	0	
357	h	2000	29419	
358	h	200	0	
358	h	2000	46244	
359	h	500	0	
359	h	2000	6042	
360	h	200	0	
360	h	1900	28800	
361	h	400	0	
361	h	2000	28800	
362	h	500	0	
362	h	2000	45293	
363	h	500	0	
363	h	1900	28800	
364	h	500	0	
364	h	2000	25150	
365	h	500	0	
365	h	1900	9436	
366	h	300	0	
366	h	1900	76901	
367	h	300	0	
367	h	2000	55907	
368	h	100	0	
368	h	2000	22381	
369	h	400	0	
369	h	1900	64324	
370	h	300	0	
370	h	1900	13655	
371	h	100	0	
371	h	1900	28800	
372	h	400	0	
372	h	2000	42262	
373	h	100	0	
373	h	2000	76476	
374	h	300	0	
374	h	2000	28800	
375	h	400	0	
375	h	2000	28800	
376	h	500	0	
376	h	2000	66902	
377	h	200	0	
377	h	1900	28800	
378	h	300	0	
378	h	1900	54099	
379	h	100	0	
379	h	1900	28800	
380	h	400	0	
380	h	1900	82800	
381	h	300	0	
381	h	2000	22293	
382	h	100	0	
382	h	1900	58964	
383	h	500	0	
383	h	2000	28800	
384	h	200	0	
384	h	2000	28800	
385	h	400	0	
385	h	1900	28800	
386	h	200	0	
386	h	2000	69889	
387	h	400	0	
387	h	2000	34214	
388	h	200	0	
388	h	2000	28800	
389	h	400	0	
389	h	1900	35008	
390	h	400	0	
390	h	1900	3497	
391	h	100	0	
391	h	2000	28800	
392	h	300	0	
392	h	2000	28800	
393	h	200	0	
393	h	1900	28800	
394	h	500	0	
394	h	1900	30109	
395	h	100	0	
395	h	1900	28800	
396	h	100	0	
396	h	2000	73453	
397	h	400	0	
397	h	1900	28800	
398	h	500	0	
398	h	1900	6948	
399	h	300	0	
399	h	2000	57978	
400	h	400	0	
400	h	1900	28800	
401	h	100	0	
401	h	2000	41150	
402	h	400	0	
402	h	1900	78417	
403	h	400	0	
403	h	1900	28800	
404	h	500	0	
404	h	2000	6191	
405	h	300	0	
405	h	1900	28800	
406	h	500	0	
406	h	1900	76897	
407	h	400	0	
407	h	1900	61920	
408	h	300	0	
408	h	2000	4343	
409	h	200	0	
409	h	2000	28800	
410	h	400	0	
410	h	2000	16004	
411	h	400	0	
411	h	1900	40632	
412	h	500	0	
412	h	1900	3966	
413	h	200	0	
413	h	1900	28800	
414	h	300	0	
414	h	1900	81382	
415	h	500	0	
415	h	1900	26385	
416	h	100	0	
416	h	1900	77459	
417	h	300	0	
417	h	2000	28800	
418	h	400	0	
418	h	1900	20389	
419	h	500	0	
419	h	2000	28800	
420	h	200	0	
420	h	2000	73298	
421	h	400	0	
421	h	1900	28800	
422	h	200	0	
422	h	2000	28800	
423	h	200	0	
423	h	2000	11878	
424	h	400	0	
424	h	1900	28800	
425	h	200	0	
425	h	1900	28800	
426	h	200	0	
426	h	2000	35044	
427	h	300	0	
427	h	2000	55509	
428	h	100	0	
428	h	2000	41604	
429	h	100	0	
429	h	2000	28800	
430	h	400	0	
430	h	2000	43087	
431	h	500	0	
431	h	2000	28800	
432	h	200	0	
432	h	1900	28800	
433	h	400	0	
433	h	1900	81912	
434	h	500	0	
434	h	1900	28800	
435	h	400	0	
435	h	2000	46738	
436	h	100	0	
436	h	1900	76738	
437	h	200	0	
437	h	2000	2192	
438	h	400	0	
438	h	2000	28800	
439	h	300	0	
439	h	1900	68481	
440	h	400	0	
440	h	2000	72899	
441	h	300	0	
441	h	1900	66820	
442	h	500	0	
442	h	2000	28800	
443	h	400	0	
443	h	1900	28800	
444	h	200	0	
444	h	2000	38192	
445	h	200	0	
445	h	2000	54046	
446	h	400	0	
446	h	2000	28800	
447	h	300	0	
447	h	1900	28800	
448	h	500	0	
448	h	2000	28800	
449	h	100	0	
449	h	2000	47940	
450	h	100	0	
450	h	2000	74115	
451	h	100	0	
451	h	2000	52201	
452	h	200	0	
452	h	1900	82800	
453	h	200	0	
453	h	2000	63718	
454	h	100	0	
454	h	1900	25838	
455	h	100	0	
455	h	1900	80894	
456	h	100	0	
456	h	1900	79828	
457	h	100	0	
457	h	2000	28800	
458	h	400	0	
458	h	1900	7770	
459	h	100	0	
459	h	1900	28800	
460	h	100	0	
460	h	2000	1845	
461	h	200	0	
461	h	1900	28800	
462	h	300	0	
462	h	2000	67037	
463	h	500	0	
463	h	2000	47678	
464	h	500	0	
464	h	1900	28800	
465	h	100	0	
465	h	1900	28800	
466	h	100	0	
466	h	2000	42575	
467	h	400	0	
467	h	2000	74959	
468	h	200	0	
468	h	1900	28800	
469	h	400	0	
469	h	1900	28800	
470	h	400	0	
470	h	1900	79198	
471	h	100	0	
471	h	1900	6647	
472	h	200	0	
472	h	1900	76680	
473	h	300	0	
473	h	1900	55777	
474	h	100	0	
474	h	2000	28800	
475	h	400	0	
475	h	1900	79620	
476	h	300	0	
476	h	2000	28800	
477	h	200	0	
477	h	2000	28800	
478	h	400	0	
478	h	2000	33935	
479	h	100	0	
479	h	2000	28800	
480	h	200	0	
480	h	2000	79220	
481	h	200	0	
481	h	2000	15205	
482	h	200	0	
482	h	2000	14892	
483	h	300	0	
483	h	2000	81509	
484	h	400	0	
484	h	2000	28800	
485	h	300	0	
485	h	1900	28800	
486	h	200	0	
486	h	2000	28800	
487	h	500	0	
487	h	1900	28800	
488	h	200	0	
488	h	2000	44188	
489	h	200	0	
489	h	2000	15942	
490	h	500	0	
490	h	1900	7863	
491	h	500	0	
491	h	2000	82307	
492	h	200	0	
492	h	1900	82800	
493	h	200	0	
493	h	2000	28800	
494	h	400	0	
494	h	1900	55413	
495	h	400	0	
495	h	2000	28800	
496	h	100	0	
496	h	2000	28800	
497	h	300	0	
497	h	2000	28800	
498	h	200	0	
498	h	2000	28800	
499	h	100	0	
499	h	1900	4349	
500	h	400	0	
500	h	1900	28800	
501	h	400	0	
501	h	1900	24961	
502	h	100	0	
502	h	2000	28800	
503	h	300	0	
503	h	1900	13772	
504	h	500	0	
504	h	1900	75576	
505	h	300	0	
505	h	1900	1971	
506	h	400	0	
506	h	2000	75445	
507	h	400	0	
507	h	2000	28800	
508	h	200	0	
508	h	1900	28800	
509	h	200	0	
509	h	2000	29747	
510	h	300	0	
510	h	2000	29557	
511	h	300	0	
511	h	1900	75256	
512	h	100	0	
512	h	1900	32764	
513	h	300	0	
513	h	1900	28800	
514	h	100	0	
514	h	2000	28800	
515	h	400	0	
515	h	2000	28800	
516	h	200	0	
516	h	1900	28800	
517	h	400	0	
517	h	2000	28800	
518	h	300	0	
518	h	2000	28800	
519	h	100	0	
519	h	2000	39644	
520	h	500	0	
520	h	1900	28800	
521	h	200	0	
521	h	2000	28800	
522	h	400	0	
522	h	2000	17844	
523	h	300	0	
523	h	1900	22731	
524	h	300	0	
524	h	2000	28800	
525	h	400	0	
525	h	1900	66628	
526	h	100	0	
526	h	2000	28800	
527	h	300	0	
527	h	2000	28800	
528	h	500	0	
528	h	1900	17273	
529	h	500	0	
529	h	1900	28800	
530	h	300	0	
530	h	1900	28800	
531	h	300	0	
531	h	2000	28800	
532	h	500	0	
532	h	2000	28800	
533	h	500	0	
533	h	1900	28800	
534	h	200	0	
534	h	1900	28800	
535	h	500	0	
535	h	2000	38663	
536	h	400	0	
536	h	2000	28800	
537	h	400	0	
537	h	2000	28800	
538	h	100	0	
538	h	2000	28800	
539	h	400	0	
539	h	1900	41993	
540	h	100	0	
540	h	1900	28800	
541	h	100	0	
541	h	1900	82800	
542	h	200	0	
542	h	2000	29932	
543	h	300	0	
543	h	2000	54966	
544	h	400	0	
544	h	1900	23191	
545	h	500	0	
545	h	1900	28800	
546	h	200	0	
546	h	2000	28800	
547	h	400	0	
547	h	2000	28800	
548	h	500	0	
548	h	1900	28800	
549	h	400	0	
549	h	2000	28800	
550	h	300	0	
550	h	2000	68843	
551	h	300	0	
551	h	2000	18559	
552	h	100	0	
552	h	2000	24214	
553	h	200	0	
553	h	2000	22805	
554	h	500	0	
554	h	1900	28800	
555	h	100	0	
555	h	1900	4879	
556	h	500	0	
556	h	1900	28800	
557	h	300	0	
557	h	1900	47377	
558	h	100	0	
558	h	2000	28800	
559	h	100	0	
559	h	2000	28800	
560	h	100	0	
560	h	1900	28800	
561	h	300	0	
561	h	1900	34353	
562	h	400	0	
562	h	1900	38325	
563	h	200	0	
563	h	1900	28800	
564	h	100	0	
564	h	2000	28800	
565	h	500	0	
565	h	2000	75401	
566	h	300	0	
566	h	1900	28800	
567	h	200	0	
567	h	1900	28800	
568	h	300	0	
568	h	1900	28800	
569	h	400	0	
569	h	1900	28800	
570	h	400	0	
570	h	1900	28800	
571	h	300	0	
571	h	1900	28800	
572	h	400	0	
572	h	1900	43390	
573	h	500	0	
573	h	1900	13880	
574	h	400	0	
574	h	1900	28800	
575	h	500	0	
575	h	2000	48463	
576	h	500	0	
576	h	2000	28800	
577	h	500	0	
577	h	1900	30211	
578	h	500	0	
578	h	1900	28800	
579	h	400	0	
579	h	1900	39795	
580	h	300	0	
580	h	2000	38867	
581	h	100	0	
581	h	2000	28800	
582	h	300	0	
582	h	1900	72213	
583	h	100	0	
583	h	2000	19221	
584	h	500	0	
584	h	2000	72273	
585	h	300	0	
585	h	2000	69576	
586	h	400	0	
586	h	2000	35514	
587	h	200	0	
587	h	1900	28800	
588	h	200	0	
588	h	2000	28800	
589	h	400	0	
589	h	1900	28800	
590	h	300	0	
590	h	1900	28800	
591	h	300	0	
591	h	2000	52287	
592	h	200	0	
592	h	2000	43123	
593	h	100	0	
593	h	2000	1673	
594	h	400	0	
594	h	1900	28800	
595	h	300	0	
595	h	1900	28800	
596	h	200	0	
596	h	1900	28800	
597	h	300	0	
597	h	2000	26787	
598	h	100	0	
598	h	2000	16507	
599	h	100	0	
599	h	1900	23774	
600	h	300	0	
600	h	1900	28800	
601	h	300	0	
601	h	2000	66468	
602	h	400	0	
602	h	2000	59781	
603	h	400	0	
603	h	2000	28800	
604	h	300	0	
604	h	1900	77197	
605	h	100	0	
605	h	1900	73639	
606	h	100	0	
606	h	2000	28800	
607	h	200	0	
607	h	1900	61	
608	h	200	0	
608	h	2000	81285	
609	h	400	0	
609	h	1900	1976	
610	h	100	0	
610	h	1900	44966	
611	h	400	0	
611	h	2000	82800	
612	h	400	0	
612	h	2000	28928	
613	h	200	0	
613	h	1900	29300	
614	h	100	0	
614	h	1900	28800	
615	h	100	0	
615	h	2000	28800	
616	h	300	0	
616	h	1900	28800	
617	h	400	0	
617	h	2000	44824	
618	h	500	0	
618	h	2000	28800	
619	h	300	0	
619	h	2000	46944	
620	h	400	0	
620	h	2000	80064	
621	h	500	0	
621	h	2000	60375	
622	h	500	0	
622	h	2000	28800	
623	h	200	0	
623	h	2000	28800	
624	h	400	0	
624	h	1900	28800	
625	h	500	0	
625	h	1900	71572	
626	h	200	0	
626	h	2000	34390	
627	h	400	0	
627	h	1900	28800	
628	h	400	0	
628	h	2000	28800	
629	h	200	0	
629	h	2000	28800	
630	h	400	0	
630	h	1900	55941	
631	h	100	0	
631	h	2000	71105	
632	h	100	0	
632	h	2000	28800	
633	h	200	0	
633	h	2000	28800	
634	h	100	0	
634	h	1900	28800	
635	h	300	0	
635	h	2000	28800	
636	h	400	0	
636	h	1900	28800	
637	h	200	0	
637	h	2000	39666	
638	h	300	0	
638	h	1900	76700	
639	h	300	0	
639	h	1900	28800	
640	h	200	0	
640	h	1900	82800	
641	h	400	0	
641	h	1900	467	
642	h	100	0	
642	h	2000	10125	
643	h	500	0	
643	h	2000	28800	
644	h	100	0	
644	h	2000	33284	
645	h	100	0	
645	h	1900	55129	
646	h	400	0	
646	h	1900	28800	
647	h	300	0	
647	h	2000	28800	
648	h	500	0	
648	h	1900	82800	
649	h	500	0	
649	h	1900	28800	
650	h	100	0	
650	h	2000	28800	
651	h	400	0	
651	h	2000	28800	
652	h	300	0	
652	h	2000	35549	
653	h	300	0	
653	h	2000	28800	
654	h	500	0	
654	h	1900	28800	
655	h	100	0	
655	h	1900	28800	
656	h	100	0	
656	h	2000	28800	
657	h	500	0	
657	h	2000	28800	
658	h	200	0	
658	h	1900	71299	
659	h	300	0	
659	h	1900	28800	
660	h	200	0	
660	h	2000	76314	
661	h	300	0	
661	h	2000	28800	
662	h	200	0	
662	h	2000	28800	
663	h	300	0	
663	h	2000	72954	
664	h	500	0	
664	h	2000	28800	
665	h	300	0	
665	h	1900	28800	
666	h	100	0	
666	h	1900	29196	
667	h	100	0	
667	h	2000	31952	
668	h	300	0	
668	h	1900	55581	
669	h	200	0	
669	h	2000	82800	
670	h	500	0	
670	h	1900	40553	
671	h	300	0	
671	h	1900	82259	
672	h	100	0	
672	h	1900	67579	
673	h	200	0	
673	h	1900	30547	
674	h	200	0	
674	h	1900	28800	
675	h	500	0	
675	h	2000	28800	
676	h	400	0	
676	h	2000	28800	
677	h	100	0	
677	h	2000	43914	
678	h	500	0	
678	h	1900	28800	
679	h	300	0	
679	h	2000	28800	
680	h	200	0	
680	h	1900	28800	
681	h	200	0	
681	h	2000	28800	
682	h	200	0	
682	h	1900	39100	
683	h	200	0	
683	h	2000	81042	
684	h	400	0	
684	h	1900	28800	
685	h	500	0	
685	h	1900	9893	
686	h	400	0	
686	h	1900	28800	
687	h	300	0	
687	h	2000	38345	
688	h	200	0	
688	h	2000	28800	
689	h	200	0	
689	h	1900	28800	
690	h	100	0	
690	h	2000	2018	
691	h	500	0	
691	h	1900	50609	
692	h	400	0	
692	h	1900	13254	
693	h	500	0	
693	h	1900	28800	
694	h	300	0	
694	h	1900	11719	
695	h	400	0	
695	h	2000	28800	
696	h	500	0	
696	h	2000	28800	
697	h	100	0	
